##### Suites Géo A-B | rows=76 cols=10 #####
SUITES GÉOMÉTRIQUES A ET B — Modèle hypoténuse √(a²+b²) — Gabriel Multiloop v7.4 |  |  |  |  |  |  |  |  | 
t = 1/k  |  Typique : k=2 (t=1/2)  |  Non typique : k≥2 quelconque  |  Digamma inchangé  |  Fallback auto si 0 premier |  |  |  |  |  |  |  |  | 
1/12 | 0.08333333333333 | 1.00346621489936 | 3.3372506e-07 | 2.781042e-08 | 1.09469077524343 | 2.31754e-09 | 1.9313e-10 | 1.09468638584669 | 2.18937716109012
 |  |  |  |  |  |  |  |  | 
CONVOLUTION DISCRÈTE A⊗B — C[j]=Σ A[l]·B[j−l]  (k=2, rapport typique) |  |  |  |  |  |  |  |  | 
j | A[j] | B[j] | S_A cumul | S_B cumul | Conv C[j] | S_A/S_B |  |  | 
1 | 1.1180339887 | 1.1180339887 | 1.1180339887 | 1.1180339887 | 1.25 | 1 |  |  | 
2 | 0.5590169944 | 0.5590169944 | 1.6770509831 | 1.6770509831 | 1.25 | 1 |  |  | 
3 | 0.2795084972 | 0.2795084972 | 1.9565594803 | 1.9565594803 | 0.9375 | 1 |  |  | 
4 | 0.1397542486 | 0.1397542486 | 2.0963137289 | 2.0963137289 | 0.625 | 1 |  |  | 
5 | 0.0698771243 | 0.0698771243 | 2.1661908532 | 2.1661908532 | 0.390625 | 1 |  |  | 
6 | 0.0349385621 | 0.0174692811 | 2.2011294154 | 2.1836601343 | 0.21484375 | 1.008 |  |  | 
7 | 0.0174692811 | 0.0087346405 | 2.2185986964 | 2.1923947748 | 0.1171875 | 1.0119521912 |  |  | 
8 | 0.0087346405 | 0.0043673203 | 2.227333337 | 2.1967620951 | 0.0634765625 | 1.013916501 |  |  | 
9 | 0.0131019608 | 0.0032754902 | 2.2404352978 | 2.2000375853 | 0.0451660156 | 1.0183622829 |  |  | 
10 | 0.0065509804 | 0.0016377451 | 2.2469862782 | 2.2016753304 | 0.029296875 | 1.0205802132 |  |  | 
 |  |  |  |  |  |  |  |  | 
LOGIQUE DE FALLBACK GÉOMÉTRIQUE — Ordre automatique dans Gabriel |  |  |  |  |  |  |  |  | 
Étape | Label | Description |  |  |  |  |  |  | 
ÉTAPE 1 | Approche algébrique | Reconstruction suites k^n + 4 Digamma |  |  |  |  |  |  | 
  → SI ≥ 1 premier | Succès | Continuer normalement — pas de fallback |  |  |  |  |  |  | 
  → SI 0 premier | DÉCLENCHEMENT FALLBACK | Passer à étape 2 automatiquement |  |  |  |  |  |  | 
ÉTAPE 2 | Approche géométrique | Suites A et B modèle √(a²+b²) |  |  |  |  |  |  | 
  2a | Calcul S_A / S_B | Pour t=1/k typique ET t=1/n non typique |  |  |  |  |  |  | 
  2b | Extraction candidats | floor/ceil/round(S_A, S_B, n·S_A, n·S_B) |  |  |  |  |  |  | 
  2c | Test de primalité | Filtrer → garder les entiers premiers |  |  |  |  |  |  | 
  → SI ≥ 1 premier | Succès géométrique | TypeApproche.GEOMETRIQUE — loggé |  |  |  |  |  |  | 
  → SI 0 premier | Échec double | Deux approches échouées — cas enregistré |  |  |  |  |  |  | 
INVARIANT | Digamma inchangé | 4 possibilités Digamma — méthode identique |  |  |  |  |  |  | 
INVARIANT | Reconstruction n | Équations pour ∀n restent identiques |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
MISE À JOUR — MODÈLE PDF À PUISSANCES CROISSANTES |  |  |  |  |  |  |  |  | 
La précédente extension n=15 fondée sur t^i décroissant a été retirée. Utiliser `Moteur Géo Convolutif` pour les suites k^i des annexes PDF; cette feuille conserve le modèle normalisé t=1/k à titre distinct. |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  | 
